us 100	101 102 103 104 105
462	3	3	5	3	1	1
463	5	5	4	1	4	1
464	1	5	5	5	3	2
465	1	5	5	4	2	2
466	2	5	2	3	3	4
467	4	1	4	1	2	5
468	3	2	3	3	5	3
469	4	3	4	1	2	3
470	5	5	2	4	1	3
471	3	4	4	5	2	5
472	3	3	4	5	1	1
473	2	3	5	2	5	1
474	3	1	2	4	2	2
475	5	5	3	4	2	1
476	3	4	3	5	1	3
477	1	5	3	4	3	4
478	5	2	2	2	1	4
479	1	1	5	5	5	4
480	3	2	1	2	5	5
481	5	5	5	5	4	2
482	2	2	2	5	3	1
483	5	4	5	3	4	1
484	3	5	4	1	2	4
485	5	4	2	2	3	5
486	4	5	3	4	1	1
487	3	5	3	3	3	3
488	2	5	4	1	1	2
